公司名稱,職缺名稱,工作地點,薪資待遇,完整工作內容,條件要求(學歷/科系/經歷),擅長工具與技能,職缺連結
財團法人地球公民基金會,媒體行銷部專員（台北辦公室）,台北市中正區北平東路28號9樓之2 (距捷運善導寺站約230公尺),"月薪36,390~39,890元取得專屬你的薪水報告","你曾經想過，如何把對社群的好奇心與創意，用在更有公共價值的事情上嗎？

地球公民基金會致力於發展扎實的環境倡議。我們正在尋找具備數位能力、對環境與社會議題充滿熱忱且願意與團隊一起成長的「社群溝通夥伴」。這裡有充沛的專業知識與溫暖的團隊支持你，一起將生硬的環境知識轉化為大眾好消化的傳播素材。

歡迎加入我們，讓你的每一個好點子，都能成為帶動真實社會改變的契機。

##職務內容
●環境知識傳播夥伴： 與教育推廣及議題部門密切合作，消化團隊產出的核心知識，嘗試用大眾聽得懂的白話文與社群形式對外傳遞。
●日常社群行銷與經營： 運用基礎的文字與視覺排版能力，製作適合社群傳播的圖文或短影音素材，維持品牌視覺的一致性，並透過經營社群平台、與支持者互動，並在實作中嘗試將受眾的關注，引導為實質的參與或支持行動。
●基礎視覺設計： 根據教育推廣跟議題部門需求，協助排版宣傳主視覺、記者會布條、資訊圖卡、手舉牌等（團隊會提供明確的方向與協助）。

##必備條件
●環境與社會關懷： 對台灣環境議題有基本認知，懷抱推動社會改變的熱忱。
●開放溝通與團隊協作特質： 具備同理心與彈性，願意傾聽不同觀點，能在非營利組織的高度協作文化中，與不同專業的同事順暢溝通。
●對社群媒體的好奇心： 平時有關注社群動態的習慣，喜歡觀察不同平台的互動方式，對「如何把難懂的事情說得有趣」充滿熱情。
●基礎的圖文產製能力： 具備基礎的文字表達邏輯與視覺美感，熟悉任一設計工具（如 Canva、Adobe Illustrator 或 Photoshop）進行日常圖文排版。

##額外加分能力
我們有許多工作仰賴內部團隊合力完成、互相支援。以下能力都不是必備，但你如果剛好具備任何一項執行能力，都會是大加分，也有助於取得更高的起薪：
●影音企劃與短影音製作： 具備基礎腳本企劃能力與剪輯技能（如 Premiere、CapCut 等）。
●網頁建置： 了解前端運作邏輯，理解基礎 UX/UI，會 Vibe coding。
●CRM 與電子報操作： 熟悉支持者關係管理系統（具備 netiCRM 操作經驗尤佳），能協助發送 EDM。
●數據分析與廣告投放： 具備 Meta Ads / Google Ads 實操經驗，或對 GA4 等數據分析工具有基本概念。
●專案協調經驗： 曾參與或協助過專案的期程規劃與進度追蹤。

##工作條件/待遇
●上班地點：台北辦公室（台北市中正區北平東路 28 號 9 樓之 2，捷運善導寺站附近）
●工作時間：
   ○每日 8 小時（含休息時間 1 小時），週休 2 日。
   ○需可配合臨時議題需求加班（所有調班、加班均符合勞基法）。
   ○休假制度：依勞基法規定，另有優於法規之休假。
●薪資待遇：
   ○薪資約36,390元至39890元，內含補貼及專業加給（視專業能力）。
   ○試用期三個月，試用期滿經考核通過後轉正職。
   ○勞健保及勞退均依法申報與提撥。
●福利制度：
   ○具公益假、心理假、進修假、生理假、家庭照顧假等優於法規的假別，均計全薪。
   ○有團體保險、三節禮金，並視營運狀況與個人績效發給年終獎金 1-2 個月。
   ○一定年資後，享有婚喪喜慶補助、租屋/交通補助，以及每年一次健康檢查補助、員工旅遊補助、心理假/諮商補助。
   ○支持並鼓勵工作者增能，一定年資後，享有進修補助。
   ○補班日不補班、不扣假。


》預計到職時間：2026 年 10 月。


職務類別
社群行銷、數位行銷、內容行銷人員
工作待遇

月薪36,390~39,890元取得專屬你的薪水報告

工作性質
全職
上班地點
台北市中正區北平東路28號9樓之2 (距捷運善導寺站約230公尺)
遠端工作
部分遠端，一定時間可申請遠端工作
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
8:30-16:30 或 10:30-18:30，彈性上班
休假制度
週休二日
可上班日
一個月內
需求人數
1人","條件要求
工作經歷
不拘
學歷要求
大學以上
科系要求
不拘
語文條件

不拘

擅長工具
Adobe Photoshop、Illustrator

工作技能
內容行銷、社群媒體經營管理、網路活動規劃與執行、品牌行銷管理、行銷宣傳預算編製與控管、行銷策略擬定、廣告創意發想與提案、品牌知名度推廣
其他條件

未填寫

歡迎所有求職者，與
應屆畢業生、
原住民、
二度就業、
中高齡、
高齡、
更生人、
中壯齡、
僑生、
新住民
 等",,https://www.104.com.tw/job/95usz
數據雲科技股份有限公司,【客戶支援專員｜客戶經理 Account Manager】,台北市中正區青島東路7號2樓之3 (距捷運善導寺站約150公尺),"月薪35,000~40,000元取得專屬你的薪水報告","1. 深入瞭解公司軟體產品功能，提供客戶一對一的產品教學服務。
2. 回覆客戶的訊息，解決操作問題，並維持與重要客戶的關係。 
3. 條理清晰地整理客戶痛點與客戶建議，提供給團隊。
4. 根據產品需求書及介面，撰寫測試項目並記錄測試結果。
5. 依照測試項目，操作系統功能與介面是否符合需求。
6. 將測試到的問題寫下，清楚記錄重現步驟與截圖。
7. 整理測試結果並寫簡易報告。
8. 製作產品相關文件，例：銷售簡報、教學文件、FAQ、教學部落格等內容。


職務類別
客戶支援人員、產品售後技術服務、客服工程師
工作待遇

月薪35,000~40,000元取得專屬你的薪水報告

工作性質
全職
上班地點
台北市中正區青島東路7號2樓之3 (距捷運善導寺站約150公尺)
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
休假制度
週休二日
可上班日
不限
需求人數
1人","條件要求
工作經歷
不拘
學歷要求
專科以上
科系要求
不拘
語文條件

不拘

擅長工具
Excel、PowerPoint、Word、短影音

工作技能
改善設備問題及功能提昇
其他條件


加分但非必要
1. 有SaaS客服經驗
2. 有SaaS測試經驗
3. 曾接觸過 WordPress網頁編輯平台者
4. 懂使用者體驗為中心的概念，懂UI/UX

歡迎所有求職者，與
應屆畢業生、
夜間就讀中
 等",,https://www.104.com.tw/job/8uyji
資拓宏宇國際股份有限公司,系統工程師(計畫約聘/駐點氣象署),台北市中正區公園路64號(交通部中央氣象署) (距捷運小南門站約420公尺),待遇面議,"1、資訊系統發展工作之專案管理。
2、資訊系統之規劃、分析、設計、程式撰寫等發展工作。
3、資訊系統之維運作業及監控管理。
4、氣象觀測及模式資料接收及處理。
5、資訊安全業務執行與管理。
6、配合資通安全相關防護規定，調校系統功能。
7、其他臨時交辦事項。
(上述項目將視實際情形分派工作)

職務類別
系統工程師
工作待遇

待遇面議

（經常性薪資達 4 萬元或以上）

取得專屬你的薪水報告
工作性質
全職
上班地點
台北市中正區公園路64號(交通部中央氣象署) (距捷運小南門站約420公尺)
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
休假制度
依公司規定
可上班日
不限
需求人數
1人","條件要求
工作經歷
不拘
學歷要求
專科以上
科系要求
資訊工程相關、資訊管理相關、氣象學相關
語文條件

不拘

擅長工具
Linux、Windows Server 2019、Git、C、C++、C++.Net、FORTRAN、Java、PHP、Python、HTML、JavaScript、jQuery、CSS

工作技能
不拘
其他條件

(下列第3、4、5、6、7項資格擇一)
1、國內、外資訊、大氣科學相關科系畢業，或具下列經驗者。
2、熟悉Microsoft Windows或Linux作業系統基礎指令。
3、具備網站或App開發經驗，熟悉PHP、.NET、JAVA、Python、C++、Git、資料庫等相關技術，資訊系統開發經驗至少1年以上。
4、具備行政業務資訊系統開發、數值天氣模式發展、氣象資料處理或諳資料庫使用之任一相關經驗。
5、具備UI視覺設計或網頁設計能力，熟悉DIV切版、HTML5、CSS3、Bootstrap、Query、JS等相關網頁前端設計經驗至少1年以上。
6、具備系統分析或系統架構設計等相關工作經驗至少2年以上。
7、具備專案管理、評估規劃等相關工作經驗至少2年以上。

顯示全部",,https://www.104.com.tw/job/94rbq
谷戈耳科技有限公司,遊戲美術設計師,台北市中正區中華路,"月薪40,000~60,000元取得專屬你的薪水報告","工作內容
     ● 負責 App / Web UI 設計與 UX 流程規劃
     ● 規劃 Wireframe、Prototype 與 Design System
     ● 使用 AI 工具加速情緒版、草圖與視覺提案製作
     ● 與前端協作，確保設計可落地
     ● 加分）參與遊戲角色動畫與演出設計（Spine 2D）

必備條件
     ● 熟練使用 Figma 或 Sketch
     ● 具備 UX Flow、Wireframe 規劃能力
     ● 具良好排版、字體與色彩設計能力
     ● 熟悉 Midjourney、DALL·E、Adobe Firefly 或 ChatGPT 等 AI 工具
     ● 能建立基礎 Design System

加分條件
     ● 具 Prompt 調校能力，可快速產出風格提案
     ● 熟悉 After Effects / Lottie 等基礎動態設計
     ● 了解 HTML / CSS 基本結構與前端限制
     ● 具 Spine 2D 骨架動畫製作經驗
     ● 有遊戲產業相關經驗佳

面試測試
     ● 使用 AI 工具製作一頁 App Onboarding 草圖
     ● 設計 3 頁 Figma Flow，說明 UX 流程

職務類別
平面設計／美編、UX設計師、UI設計師
工作待遇

月薪40,000~60,000元取得專屬你的薪水報告

工作性質
全職
上班地點
台北市中正區中華路
遠端工作
部分遠端
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
11點後上班，彈性上班制度
休假制度
排休
可上班日
一個月內
需求人數
1~2人","條件要求
工作經歷
不拘
學歷要求
高中、專科、大學
科系要求
不拘
語文條件

不拘

擅長工具
不拘
工作技能
不拘
其他條件

未填寫",,https://www.104.com.tw/job/905xn
工一科技有限公司,Unreal,台北市中正區北平東路16號8樓 (距捷運善導寺站約170公尺),"月薪40,000~60,000元取得專屬你的薪水報告","1.輔助團隊成員利用Unreal實現相關智慧城市UI功能；
2.參與藍圖blueprint開發；
3.C++模塊開發加分。
4. twinmotion 及unreal 整合經驗加分
5. cesium 及unreal 整合經驗加分
要求：
1. 英語能力良好；
2.熟悉Unreal Engine4、Unity或具備C++遊戲開發經驗者優先考慮；
4. 具有一定的3D數學基礎，具備良好的數據結構及圖學演算法
5. 具備良好的邏輯方式和、思考能力。

職務類別
軟體工程師、遊戲工程師
工作待遇

月薪40,000~60,000元取得專屬你的薪水報告

工作性質
全職
上班地點
台北市中正區北平東路16號8樓 (距捷運善導寺站約170公尺)
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
休假制度
依公司規定
可上班日
不限
需求人數
1~10人","條件要求
工作經歷
不拘
學歷要求
不拘
科系要求
不拘
語文條件

不拘

擅長工具
C++、Unreal Engine

工作技能
不拘
其他條件

未填寫

歡迎所有求職者，與
應屆畢業生、
日間就讀中、
夜間就讀中、
研發替代役、
外籍人士
 等",,https://www.104.com.tw/job/7hiin
盟訊實業股份有限公司,工程師-邏輯系統開發部一課(一組),新北市新莊區五工五路6號5樓(242) (距捷運新北產業園區站約410公尺),待遇面議,"電子硬體電路設計:
1.MCU(單晶片應用，含DSP)
2.PMU(電源管理電路)
3.各種週邊連線控制電路
4.UI控制界面電路
5.音頻信號處理電路

職務類別
電信／通訊系統工程師、硬體研發工程師、電子工程師
工作待遇

待遇面議

（經常性薪資達 4 萬元或以上）

取得專屬你的薪水報告
工作性質
全職
上班地點
新北市新莊區五工五路6號5樓(242) (距捷運新北產業園區站約410公尺)
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
09:00~18:00
休假制度
週休二日
可上班日
兩週內
需求人數
1~5人","條件要求
工作經歷
不拘
學歷要求
大學以上
科系要求
資訊工程相關、電機電子工程相關
語文條件

英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂

擅長工具
Excel、Outlook、Word

工作技能
不拘
其他條件

未填寫",,https://www.104.com.tw/job/251gt
栢景科技有限公司,專案助理,台北市萬華區西藏路162號2樓,"月薪30,000元以上取得專屬你的薪水報告","1社群平台經營(LINE/Facebook/YouTube)，統籌社群排程、撰寫文案、規劃執行互動專案、優化UI/UX使用體驗、執行日常上/下架維運業務。 
2. 使用illustrator、canva等繪圖工具製作簡易文宣。
3. 使用剪輯軟體/工具製作短影音。 
4.相關主管交辦事項。
5.跨部門工作協調 進度追蹤、網頁維護 
2.金融趨勢發展洞察、研究及可行方案提案規劃 
3.數位轉型，生成式AI應用提案規劃 
4.數位行銷策略企劃及執行
5.異業合作研究及提案

職務類別
專案助理
工作待遇

月薪30,000元以上取得專屬你的薪水報告

工作性質
全職
上班地點
台北市萬華區西藏路162號2樓
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
休假制度
週休二日
可上班日
不限
需求人數
1人","條件要求
工作經歷
不拘
學歷要求
專科
科系要求
不拘
語文條件

中文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通

英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等

擅長工具
PowerPoint、短影音、Illustrator、Canva、Premiere

工作技能
數位媒體行銷、專案規劃執行╱範圍管理、專案溝通╱整合管理、提案與簡報技巧
立即參加簡報認證
其他條件

未填寫

歡迎所有求職者，與
應屆畢業生、
日間就讀中、
夜間就讀中、
研發替代役、
外籍人士、
原住民、
學生實習、
二度就業、
中高齡、
高齡、
中壯齡
 等",,https://www.104.com.tw/job/90xb4
赫日電腦有限公司,（北一區-站二）課程顧問師/業務人員,台北市中正區南陽街13號 (距捷運台北車站約320公尺),"月薪33,000~80,000元取得專屬你的薪水報告","https://www.youtube.com/channel/UCJbbrDyBR11i0WOGMdvFhSA

公司擴大經營，目前在全台有五家分點台北市、新北市、桃園、台中、高雄持續擴大經營！
公司是年輕團隊感情很好，會玩又會賺是我們最大的驕傲
需要熱情有活力以及企圖心強的人員
如果您是愛好學習，喜歡幫助人，對於新的事物都充滿熱情
愛賺錢，也愛人群，就歡迎您加入赫綵

目前招聘的人員以國內內勤業務為主，不屬於外勤型的業務工作類型
不是直銷的業務型式，更不是保險業務相關的工作
無須額外自行開發通路 讓業務工作不再如此困難
公司提供完整培訓及透明的升遷制度
歡迎喜歡挑戰自我及高薪獎金與有更好發展的你

【基本職務內容如下】
1、電話聯絡約訪（大量名單與通路不用對外陌生拜訪）
2、學員服務及關係建立（是學員也可以是朋友）
3、課程銷售輔導與就業關心

幫學生規畫學習路程，接著陪他走完
（電銷、面談、銷售課程，後續課程規劃及排課服務）

*不用跑外面陌生開發
*主要通路：網路活動名單、展場名單、校園名單、招牌廣告
*全台灣第一大間設計學院，和同行電腦補習班有極大差異，師資採業界設計師、高規格設備、類遊戲公司工作環境，另有輔導學生接案
*銷售內容：電腦設計課程，內容如下：
平面設計包含Cis企業識別系統/輔導廣告專案整合、網頁設計、Ui視覺介面設計、遊戲美術企劃設計、Unity App遊戲設計、室內設計autocad/SketchUp/3dsmax/乙級證照、Maya 動畫設計、工業產品設計、影視特效動畫設計、keynote簡報課程、3D列印技術，Painter數位繪畫、輔導創業接案媒合等

不用擔心以上看不懂，會有完整一個月教育訓練

【加分條件】
曾擔任銷售業務性質工作

【上班時間】
早班 09:00-18:00
中班 10:30-19:30
晚班 13:30-22:00
月休 8-10 天（排休制）
配合多數學員時間, 晚班及假日最能夠賺到錢！
保障底薪，高額獎金，月薪平均4-8萬，Top sales 8~20萬，挑戰獎金無上限！

【公司福利】
1、每季一次公司季聚餐
2、學院內會有不定時下午茶
3、公司每年會有兩次員工旅遊，一次國內一次國外喔！
4、婚、喪、生育補助及生日禮金
5、勞健保及勞退保障
6、完整且順暢的晉升管道
7、完整的教育訓練教材
8、享有三節獎金

每年固定國內外旅遊，因為是一個年輕的團隊，所以每次的旅遊都會辦玩很大遊戲！
（2017東京2018泰國 2019澳洲 2023韓國 2024沖繩 2025越南）
福利優，享有生日獎金、三節禮金、年終獎金、員工季聚餐、榮譽宴等
完整升遷制度，就算年紀輕，沒有學歷，還是可以升主管學管理，大家都是同個起跑點
歡迎加入赫綵大家庭

職務類別
國內業務、門市／店員／專櫃人員、電話行銷人員
工作待遇

月薪33,000~80,000元取得專屬你的薪水報告

工作性質
全職
上班地點
台北市中正區南陽街13號 (距捷運台北車站約320公尺)
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
晚班
假日班
排班說明
需輪班
休假制度
依公司規定
可上班日
不限
需求人數
1~8人","條件要求
工作經歷
不拘
學歷要求
大學、碩士
科系要求
不拘
語文條件

不拘

擅長工具
不拘
工作技能
不拘
其他條件

未填寫

歡迎所有求職者，與
應屆畢業生
 等",,https://www.104.com.tw/job/93qa9
歐吉科技有限公司,<擴編>網路與系統工程師~〝歡迎社會新鮮人、應屆畢業生〞,新北市新莊區思源路,"月薪35,000~52,000元取得專屬你的薪水報告","【關於 歐吉】
歐吉科技立足台灣，放眼歐洲、亞洲。我們擁有年輕科技團隊，專注深耕於程式開發、系統網路技術，為客戶建置、開發高傳輸量的系統平台，解決客戶各種的IT需求、致力於讓客戶擁有更佳的IT品質與服務。

我們希望與各界優秀的人才一同工作，並用聰明、有效率的工作模式，與加入的夥伴一同成長。

《走在前端》
不間斷地實踐、創新，我們希望夥伴們都能嘗試新的想法並開發現有的功能。
我們喜歡嘗試對工作有幫助的新的技術，在技術上不斷地突破，用最少的時間做最有效率的事。

《一起學習》
夥伴們一起認真工作、一起歡笑、一起絞盡腦汁完成任務與突破自我。
一起從錯誤中學習並分享彼此的經驗給團隊。

【這份工作會做到哪些事情】
1. 負責網路與網站雲端伺服器的日常管理與維護
2. 監控系統運作，快速排查並解決故障，確保穩定運行
3. 參與網路安全應對，處理攻擊事件（有相關經驗者優先）
4. 學習並應用Docker、AI技術，提升系統效能，探索自動化運維

【你需要具備甚麼】（對技術有興趣的你，來挑戰吧！）
1. 具備 Linux 基本操作經驗，願意學習獨立處理伺服器日常維護
2. 對網路安全、系統運維、Docker 有興趣且願意學習

【輪班方式】
1. 除基本月薪外，不同班別皆有對應的額外津貼（以輪班天數計算），保障生活品質
2. 每月固定輪班制（以月為單位進行班別輪替）
 早班 06:30 - 15:30
 中班 14:00 - 23:00
 夜班 22:00 - 07:00 （做二休二）

【職涯發展】
1. 完整入職培訓，由資深工程師1對1指導，快速熟悉工作內容與流程
2. 未來可發展雲端架構師、資安技術工程師、DevOps工程師，拓展職涯前景
3. 內部技術交流，不斷提升技術能力

想挑戰高效能系統維運，並接觸 AI、資安、雲端技術嗎？加入我們！

職務類別
系統工程師、網路管理工程師、MIS程式設計師
工作待遇

月薪35,000~52,000元取得專屬你的薪水報告

工作性質
全職
上班地點
新北市新莊區思源路
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
晚班
大夜班
假日班
排班說明
需輪班
休假制度
週休二日
可上班日
不限
需求人數
2~3人","條件要求
工作經歷
不拘
學歷要求
專科、大學
科系要求
資訊工程相關、應用數學相關、其他數學及電算機科學相關
語文條件

不拘

擅長工具
Linux、Jenkins、AWS

工作技能
伺服器網站管理維護、作業系統基本操作、安裝與維護網路安全系統
其他條件

【加分條件】（沒有也沒關係，這裡可以學！）
1. 熟悉 Jenkins CI/CD、Docker 部署。
2. 資工相關背景優先錄取。
3. 會使用 AI 自動化監控工具者。

歡迎所有求職者，與
應屆畢業生、
原住民
 等",,https://www.104.com.tw/job/6q5ep
晨皓教育股份有限公司,【睡到自然醒 / 底薪 36K 起】告別免洗推銷！來當高含金量的「線上設計學習顧問」 (13:00 上班),台北市萬華區武昌街二段122之1號3樓 (距捷運西門站約800公尺),"月薪36,000~120,000元取得專屬你的薪水報告","【睡到自然醒 / 底薪 36K 起】告別免洗推銷！來當高含金量的「線上設計學習顧問」


░░ 關於我們：發起一場把知識「吃乾淨」的教育革命 ░░
我們是「完食 KANSHOKU」，一個輕鬆但不隨便的年輕線上教學團隊。
我們深信，知識要像飯一樣「吃乾淨」才算真正吸收！我們不賣讓人買了卻從來不看的課程，我們賣的是「保證學員能順利完食」的終極學習體驗。

如果你平時就喜歡關注設計美學（UI/UX、視覺設計）、熱愛和人聊聊未來規劃，而且絕對不想領死薪水，那你就是我們一直在找的靈魂人物！

░░ 為什麼你該加入我們？（這不是普通的業務缺） ░░
★ 把早晨還給自己，生活品質大躍進：
13:00 - 22:00 上班。避開地獄般的早尖峰擠車，早上拿來健身、追劇、或單純睡到自然醒，找回你應有的生活主導權！

★ 底薪超敢給，高額獎金無上限：
培訓期直接給足保障底薪 36,000 元（業績獎金另計），只要你有企圖心，薪水天花板由你自己定！

★ 拒絕毒性職場，只講求高效：
扁平化、無階級的年輕文化，同事主管都極度好溝通。沒有繁文縟節，沒事絕對不加班，週休二日超固定。

░░ 你的日常任務：不是亂槍打鳥，你是學員的「職涯引路人」 ░░
我們不打惹人厭的陌生開發電話，你面對的，都是對設計有憧憬的潛在學員。

需求把脈： 與學員破冰，傾聽他們對轉職、接案或設計夢想的渴望。

對症下藥： 舉辦 1 對 1 線上深度解析，針對他們的痛點，量身規劃專屬的學習藍圖。

知識傳遞： 分享最新的視覺設計、UI/UX 趨勢與 AI 工具應用（不用擔心，我們會把你教到會！）。

推動改變： 溫柔但堅定地接住學員的猶豫與不安，用你的專業與熱忱，推動他們勇敢跨出改變人生的第一步。

░░ 如果你符合以下特質，請立刻投遞履歷 ░░
★ 天生自帶說服力： 能清晰有邏輯地解決對方疑惑，讓人不自覺想聽你的建議。
★ 高敏銳的傾聽者： 我們不需要「死推活拉」的強迫推銷員，而是懂得聽出學員弦外之音的引導者。
★  學習力與好奇心爆棚： 對科技與設計領域有基本敏銳度，能快速吸收專業概念並轉譯給小白聽。
★  對目標有極度渴望： 具備獨立管理工作進度的能力，面對高額業績獎金，你會感到興奮而不是壓力。



如果你也認同「好的體驗設計能改變教育」，現在就加入完食，跟我們一起幫學員釐清目標、翻轉職涯！

職務類別
電話行銷人員、顧問、內勤業務
工作待遇

月薪36,000~120,000元取得專屬你的薪水報告

工作性質
全職
上班地點
台北市萬華區武昌街二段122之1號3樓 (距捷運西門站約800公尺)
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
13:00 - 22:00
休假制度
週休二日
可上班日
不限
需求人數
1~5人","條件要求
工作經歷
不拘
學歷要求
不拘
科系要求
不拘
語文條件

不拘

擅長工具
不拘
工作技能
業務或通路開發、業績目標分配與績效達成、客戶情報蒐集、產品介紹及解說銷售
其他條件

臨場反應、解決問題能力

歡迎所有求職者，與
應屆畢業生、
日間就讀中、
原住民、
學生實習、
二度就業
 等",,https://www.104.com.tw/job/8lhm6
GaragePlay_車庫娛樂股份有限公司,網站/平面美術設計助理,台北市大同區鄭州路87號7樓之2 (距捷運北門站約240公尺),"月薪30,000~35,000元取得專屬你的薪水報告","1.電影相關平面文宣設計(海報、酷卡、DM、DVD、各式票券及媒體廣告稿)。 
2.網站設計製作及系統UI畫面設計製作。 
3.網頁、EDM設計。 
4.各類創意商品開發設計。 
5.產品包裝提案、設計。 
6.執行平面設計、多媒體設計、商業設計相關業務、網站製作。 
7.執行企業CI形象設計(品牌視覺形象與創意發想)。

職務類別
平面設計／美編、美術設計、網頁設計師
工作待遇

月薪30,000~35,000元取得專屬你的薪水報告

工作性質
全職
上班地點
台北市大同區鄭州路87號7樓之2 (距捷運北門站約240公尺)
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
休假制度
週休二日
可上班日
一個月內
需求人數
不限","條件要求
工作經歷
不拘
學歷要求
高中、專科、大學
科系要求
不拘
語文條件

不拘

擅長工具
Adobe InDesign、Adobe Photoshop、Illustrator

工作技能
不拘
其他條件

未填寫

歡迎所有求職者，與
應屆畢業生、
夜間就讀中、
學生實習
 等",,https://www.104.com.tw/job/8n72o
台灣松下電器股份有限公司,CRM及EC行銷企劃人員-A00943,台北市中正區八德路一段55號 (距捷運忠孝新生站約350公尺),"月薪35,950元以上取得專屬你的薪水報告","會員行銷
1.會員行銷活動規劃
2.數據追蹤、成效分析與優化建議
3.會員經營與名單分眾整合CRM資料針對不同管道進行分眾行銷
4.會員活動頁、EDM與社群導購內容內容與素材規劃
5.每月檢視會員成長、留存與回購指標，提出改善方向
電商企劃
1.電商平台活動企劃
2.規劃並執行檔期活動（雙 11、618 等）
3.協助廠商規劃活動頁面、EDM
4.協助商品上下架、價格調整 
5.製作活動素材（與美術設計協作） 
6.數據追蹤使用GA4及後台數據追蹤活動成效 ．彙整銷售數據、流量分析
網頁規劃及製作
具備數位廣告投放（如 Meta/Google Ads）概念，能確認效益及調整方向；有網頁製作經驗，能與設計及前端工程師有效溝通需求，並確保設計美感與網頁製作品質（Landing Page）。

職務類別
數位行銷、行銷企劃、電商行銷
工作待遇

月薪35,950元以上取得專屬你的薪水報告

工作性質
全職
上班地點
台北市中正區八德路一段55號 (距捷運忠孝新生站約350公尺)
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
休假制度
依公司規定
可上班日
兩週內
需求人數
1人","條件要求
工作經歷
不拘
學歷要求
大學、碩士
科系要求
不拘
語文條件

不拘

擅長工具
Excel、Outlook、PowerPoint、Word

工作技能
不拘
具備證照

TOEIC (多益測驗)

免費模擬試題檢測
其他條件

1.有 GA4 / GTM / Looker Studio / CRM / Power BI 系統操作經驗加。
2.具備 EDM、自動化行銷（如LINE 官方帳號後台）操作經驗。
3.滿三個月考通過後，月薪40,550元以上

歡迎所有求職者，與
應屆畢業生、
外籍人士、
僑生
 等",,https://www.104.com.tw/job/937t4
宇峻奧汀科技股份有限公司,2D美術設計(休閒類遊戲),台北市中正區羅斯福路二段102號14樓 (距捷運古亭站約50公尺),"月薪45,000~65,000元取得專屬你的薪水報告","1.有休閒類遊戲美感與整合能力，角色、場景、UI繪製，並應用AI工具輔助(至少兩種以上)
2.能製作Spine角色與物件動態，熟悉Unity(含Particle System)、Shader、Cocos、特效等經驗
3.積極、企圖心強、配合度高，對遊戲設計有極大興趣及熱忱，與專案成員合作溝通

職務類別
美術設計、多媒體動畫設計師、電腦繪圖人員
工作待遇

月薪45,000~65,000元取得專屬你的薪水報告

工作性質
全職
上班地點
台北市中正區羅斯福路二段102號14樓 (距捷運古亭站約50公尺)
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
09:00~18:00
休假制度
週休二日
可上班日
不限
需求人數
1~2人","條件要求
工作經歷
不拘
學歷要求
高中以上
科系要求
不拘
語文條件

不拘

擅長工具
Outlook、Word、Unity3D、Adobe Photoshop

工作技能
視覺設計相關知識、電腦繪圖軟體操作、繪圖工具與軟體操作、設計表現能力
其他條件

1.具美感、有業界經驗佳
2.履歷請附上作品集或作品網址連結
3.個性認真負責、積極主動，對遊戲研發有熱忱
4.溝通協調能力佳，配合度高
5.有使用unity、spine經驗佳
6.可接受參與休閒類遊戲開發佳

歡迎所有求職者，與
應屆畢業生、
外籍人士、
原住民
 等",,https://www.104.com.tw/job/7joep
